Dateiname,Foliierung,Zweitfoliierung,Ort,place supplied,Datum,date supplied,weranwen,Briefnummer,Struktur,Dokumenttyp,Quellenkritische Anmerkungen,Bemerkung,folder,width,height,Fehler/Anmerkungen,Kontrolle Vollständigkeit,
Kasten_blau_44_10_0198.jpg,9 v,118 v,,,,,,,,,,,Kasten_blau_44_10_0197,1698,2629,,,
Kasten_blau_44_10_0199.jpg,10 r,119 r,Düsseldorf,,1710.04.12,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept,Kasten_blau_44_10_0199,1698,2629,,,
Kasten_blau_44_10_0200.jpg,10 v,119 v,,,,,,,,,,,Kasten_blau_44_10_0199,1698,2629,,,
Kasten_blau_44_10_0201.jpg,19 r,120 r,,,,,,,,,,,Kasten_blau_44_10_0199,1698,2629,,,
Kasten_blau_44_10_0202.jpg,19 v,120 v,,,,,,,,,,,Kasten_blau_44_10_0199,1698,2629,,Seitenaufteilung beachten in Transkribus,
Kasten_blau_44_10_0203.jpg,11 r,121 r,Düsseldorf,,1710.05.17,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept,Kasten_blau_44_10_0203,1782,2761,,,
Kasten_blau_44_10_0204.jpg,11 v,121 v,,,,,,,,,,,Kasten_blau_44_10_0203,1782,2762,,,
Kasten_blau_44_10_0205.jpg,18 r,122 r,,,,,,,,,,,Kasten_blau_44_10_0203,1782,2762,,,
Kasten_blau_44_10_0206.jpg,,123 r,,,,,,,Adresse,,,an JW,Kasten_blau_44_10_0203,1606,2399,,,
Kasten_blau_44_10_0207.jpg,12 r,124 r,Wien,,1710.03.12,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0207,1696,2464,,,
Kasten_blau_44_10_0208.jpg,12 v,124 v,,,,,,,,,,,Kasten_blau_44_10_0207,1696,2464,,,
Kasten_blau_44_10_0209.jpg,13 r,125 r,,,,,,,,,,,Kasten_blau_44_10_0207,1696,2464,,,
Kasten_blau_44_10_0210.jpg,14 r,126 r,Wien,,1710.03.22,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0210,1696,2464,,,
Kasten_blau_44_10_0211.jpg,14 v,126 v,,,,,,,,,,,Kasten_blau_44_10_0210,1696,2464,,,
Kasten_blau_44_10_0212.jpg,15 r,127 r,,,,,,,,,,,Kasten_blau_44_10_0210,1696,2464,,,
Kasten_blau_44_10_0213.jpg,16 r,128 r,Wien,,1710.03.01,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0213,1696,2464,,,
Kasten_blau_44_10_0214.jpg,16 v,128 v,,,,,,,,,,,Kasten_blau_44_10_0213,1696,2464,,,
Kasten_blau_44_10_0215.jpg,17 r,129 r,,,,,,,,,,,Kasten_blau_44_10_0213,1696,2464,,,
Kasten_blau_44_10_0216.jpg,17 v,129 v,,,,,,,,,,,Kasten_blau_44_10_0213,1696,2464,,,
Kasten_blau_44_10_0217.jpg,,130 r,Pisa,,1710.04.22,,,,Drittbrief,Sonstiges,italienisch; ?; ?; Zeitung,Abschrift. italienisch. Ein Anliegen soll an Eleonora Magdalena von Pfalz-Neuburg herangetragen werden,Kasten_blau_44_10_0217,1792,2676,,Das ist eine geschriebene Zeitung aus Pisa vom 20.04.1710. Kann also keine Beilage zu diesem Brief sein und sollte deshalb getrennt werden. AS erledigt,
Kasten_blau_44_10_0218.jpg,,130 v,,,,,,,,,,,Kasten_blau_44_10_0217,1792,2676,,,
Kasten_blau_44_10_0219.jpg,,131 v,,,,,,,,,,,Kasten_blau_44_10_0217,1792,2676,,,
Kasten_blau_44_10_0220.jpg,20 r,132 r,Wien,,1710.04.19,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0220,1702,2454,,,
Kasten_blau_44_10_0221.jpg,21 r,133 r,Düsseldorf,,1710.07.23,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift. Datum: 23. korrigiert aus 12.,Kasten_blau_44_10_0221,1760,2676,,,
Kasten_blau_44_10_0222.jpg,21 v,133 v,,,,,,,,,,,Kasten_blau_44_10_0221,1760,2676,,,
Kasten_blau_44_10_0223.jpg,28 r,134 r,,,,,,,,,,,Kasten_blau_44_10_0221,1760,2676,,,
Kasten_blau_44_10_0224.jpg,22 r,135 r,Wien,,1710.05.10,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0224,1744,2437,,,
Kasten_blau_44_10_0225.jpg,22 v,135 v,,,,,,,,,,,Kasten_blau_44_10_0224,1744,2438,,,
Kasten_blau_44_10_0226.jpg,23 r,136 r,,,,,,,,,,,Kasten_blau_44_10_0224,1744,2438,,,
Kasten_blau_44_10_0227.jpg,23 v,136 v,,,,,,,,,,,Kasten_blau_44_10_0224,1744,2438,,,
Kasten_blau_44_10_0228.jpg,24 r,137 r,,,,,,,,,,,Kasten_blau_44_10_0224,1744,2438,,,
Kasten_blau_44_10_0229.jpg,,138 r,,,,,,,Adresse,,,an JW,Kasten_blau_44_10_0224,1744,2438,,,
Kasten_blau_44_10_0230.jpg,25 r,139 r,Wien,,1710.03.06,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0230,1744,2438,,,
Kasten_blau_44_10_0231.jpg,,,,,,,,,Adresse,,,an JW,Kasten_blau_44_10_0230,1744,2438,,,
Kasten_blau_44_10_0232.jpg,26 r,141 r,Wien,,1710.06.28,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0232,1744,2438,,,
Kasten_blau_44_10_0233.jpg,26 v,141 v,,,,,,,,,,,Kasten_blau_44_10_0232,1744,2438,,,
Kasten_blau_44_10_0234.jpg,27 r,142 r,,,,,,,,,,,Kasten_blau_44_10_0232,1744,2438,,,
Kasten_blau_44_10_0235.jpg,27 v,142 v,,,,,,,,,,"PS von Eleonora Magdalena von Pfalz-Neuburg und Tintenvermerk ""sambt einer beylaag""",Kasten_blau_44_10_0232,1744,2438,,,
Kasten_blau_44_10_0236.jpg,,143 r,Wien,,1710.06.07,,Eleonora Magdalena von Pfalz-Neuburg an Papst Clemens XI.,,Drittbrief,Beilage,italienisch; Abschrift; Schreiber; Brief,"italienisch. Abschrift. Anrede ""Beatiss.mo Padre"" Ecke unten links ""Clementi XI.o"", unterschrieben ""ossequiosa Figlia"", erwähnt ""la mia paterna Casa Palatina""",Kasten_blau_44_10_0232,1744,2611,,,
Kasten_blau_44_10_0237.jpg,,143 v,,,,,,,,,,,Kasten_blau_44_10_0232,1766,2581,,,
Kasten_blau_44_10_0238.jpg,30 r,144 r,o.O.,Wien,o.D.,Juni 1710,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,Liegt zwischen 1710.06.07-1710.07.23,Kasten_blau_44_10_0238,1692,2510,,,
Kasten_blau_44_10_0239.jpg,,145 r,,,,,,,Adresse,,,an JW,Kasten_blau_44_10_0238,1692,2510,,,
Kasten_blau_44_10_0240.jpg,29 r,146 r,Düsseldorf,,1710.07.23,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_10_0240,1782,2681,,,
Kasten_blau_44_10_0241.jpg,31 r,147 r,Düsseldorf,,1710.07.23,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,"Konzept mit Unterschrift. Scheint neuer Entwurf zu jpg 240 zu sein, geht um Gratulation zum Namenstag",Kasten_blau_44_10_0241,1782,2681,,,
Kasten_blau_44_10_0242.jpg,32 r,148 r,Düsseldorf,,1710.10.22,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_10_0242,1782,2681,,,
Kasten_blau_44_10_0243.jpg,33 r,149 r,Bensberg,,1710.11.08,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_10_0243,1830,2755,,,
Kasten_blau_44_10_0244.jpg,33 v,149 v,,,,,,,,,,,Kasten_blau_44_10_0243,1846,2799,,,
Kasten_blau_44_10_0245.jpg,34 r,150 r,Wien,,1710.10.19,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0245,1692,2482,,,
Kasten_blau_44_10_0246.jpg,34 v,150 v,,,,,,,,,,,Kasten_blau_44_10_0245,1668,2487,,,
Kasten_blau_44_10_0248.jpg,35 r,152 r,,,,,,,Fortsetzung,,,weiter Eleonora Magdalena von Pfalz-Neuburg an JW 19.10.1710,Kasten_blau_44_10_0245,1692,2447,,,
Kasten_blau_44_10_0247.jpg,,,,,,,,,Adresse,,,an JW,Kasten_blau_44_10_0245,1692,2447,,,
Kasten_blau_44_10_0249.jpg,36 r,153 r,Düsseldorf,,1710.12.14,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_10_0249,1760,2755,,,
Kasten_blau_44_10_0250.jpg,36 v,153 v,,,,,,,,,,,Kasten_blau_44_10_0249,1754,2805,,,
Kasten_blau_44_10_0251.jpg,37 r,154 r,Düsseldorf,,1710.12.14,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Abschrift; Schreiber,"Abschrift ""Copia Schreibens ahn Ihre May. Die verwittibte Kayserin von Ihrer Churfürstl. Dhl. Zur Pfaltz de dato Düsseldorff den 14.ten Decembris 1710"". Gleicher Brief wie jpg 249 f.",Kasten_blau_44_10_0251,1856,2754,,,
Kasten_blau_44_10_0252.jpg,37 v,154 v,,,,,,,,,,,Kasten_blau_44_10_0251,1856,2761,,,
Kasten_blau_44_10_0253.jpg,38 r,155 r,,,,,,,,,,,Kasten_blau_44_10_0251,1856,2761,,,
Kasten_blau_44_10_0254.jpg,1 r,156 r,Düsseldorf,,1711.01.21,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift . Neue Foliierung mit 1711,Kasten_blau_44_10_0254,1856,2761,,,
Kasten_blau_44_10_0255.jpg,2 r,157 r,Wien,,1710.12.31,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0255,1716,2458,,,
Kasten_blau_44_10_0256.jpg,,158 r,,,,,,,Adresse,,,an JW,Kasten_blau_44_10_0255,1716,2458,,,
Kasten_blau_44_10_0257.jpg,3 r,159 r,o.O.,Wien,o.D.,Dezember 1710,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,Liegt zwischen 1710.12.31-1711.01.21,Kasten_blau_44_10_0257,1716,2458,,dieser undatierte Brief mit Weihnachtswünschen folgt direkt auf einen datierte. Wahrscheinlich ist der zweite in ein anderes Jahr einzuordnen.,
Kasten_blau_44_10_0258.jpg,,,,,,,,,Adresse,,,an JW,Kasten_blau_44_10_0257,1716,2458,,,
Kasten_blau_44_10_0259.jpg,4 r,161 v,Düsseldorf,,1711.01.21,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_10_0259,1822,2776,,,
Kasten_blau_44_10_0260.jpg,4 v,161 v,,,,,,,,,,,Kasten_blau_44_10_0259,1820,2774,,,
Kasten_blau_44_10_0261.jpg,7 r,162 r,,,,,,,,,,,Kasten_blau_44_10_0259,1820,2774,,,
Kasten_blau_44_10_0262.jpg,5 r,163 r,Wien,,1710.12.31,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,"enthält Chiffre (2 Zeilen). 2. Brief mit diesem Datum. Vermerk ""sambt ein beylaag""",Kasten_blau_44_10_0262,1686,2483,,"in diesem brief ist explizit eine Supplik erwähnt, auf die sich die Bemerkung zur Beilage bezieht. Es scheint aber nicht im Band zu sein.",
Kasten_blau_44_10_0263.jpg,5 v,163 v,,,,,,,,,,,Kasten_blau_44_10_0262,1686,2482,,,
Kasten_blau_44_10_0264.jpg,6 r,164 r,,,,,,,,,,,Kasten_blau_44_10_0262,1686,2482,,,
Kasten_blau_44_10_0265.jpg,6 v,164 v,,,,,,,,,,,Kasten_blau_44_10_0262,1686,2482,,,
Kasten_blau_44_10_0266.jpg,,165 r,,,,,,,Beilage,Sosntiges,deutsch; Abschrift; Schreiber; Transkription einer chiffrierten Stelle im Brief vom 31.12.1710,"""Was der Sinzendorf Ew. Lb. gemeldt, va di mal in peggiio, ich crepire schier darüber"" weiter nichts, nicht Eleonora Magdalena von Pfalz-Neuburgs Schrift. Va di male in peggio: wird immer schlimmer. Obersthofkanzler Philipp Ludwig Wenzel Graf Sinzendorf war zu dieser Zeit in Den Haag bei Friedensverhandlungen.",Kasten_blau_44_10_0262,1866,1484,,,
Kasten_blau_44_10_0267.jpg,8 r,166 r,Wien,,1711.03.14,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0267,1686,2482,,,
Kasten_blau_44_10_0268.jpg,8 v,166 v,,,,,,,,,,,Kasten_blau_44_10_0267,1686,2482,,,
Kasten_blau_44_10_0269.jpg,,167 r,,,,,,,Adresse,,,an JW,Kasten_blau_44_10_0267,1686,2482,,,
Kasten_blau_44_10_0270.jpg,,168 r,,,,,,,Adresse,,,an JW,Kasten_blau_44_10_0267,1686,2482,,,
Kasten_blau_44_10_0271.jpg,9 r,169 r,Düsseldorf,,1711.03.18,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_10_0271,1876,2866,,,
Kasten_blau_44_10_0272.jpg,9 v,169 v,,,,,,,,,,,Kasten_blau_44_10_0271,1876,2864,,,
Kasten_blau_44_10_0273.jpg,11 r,170 r,Wien,,1711.03.05,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,enthält Chiffre (halbe Seite). Datum: 05.03 korrigiert aus 08.02. (Tag unsicher),Kasten_blau_44_10_0273,1702,2450,,,
Kasten_blau_44_10_0274.jpg,11 v,170 v,,,,,,,,,,,Kasten_blau_44_10_0273,1702,2450,,,
Kasten_blau_44_10_0275.jpg,12 r,171 r,,,,,,,,,,,Kasten_blau_44_10_0273,1702,2450,,,
Kasten_blau_44_10_0276.jpg,12 v,171 v,,,,,,,,,,,Kasten_blau_44_10_0273,1702,2450,,,
Kasten_blau_44_10_0277.jpg,13 r,172 r,,,,,,,,,,,Kasten_blau_44_10_0273,1702,2450,,,
Kasten_blau_44_10_0278.jpg,10 r,173 r,Düsseldorf,,1711.03.18,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_10_0278,1734,2739,,,
Kasten_blau_44_10_0279.jpg,10 v,173 v,,,,,,,,,,,Kasten_blau_44_10_0278,1734,2739,,,
Kasten_blau_44_10_0280.jpg,14 r,174 r,,,,,,,,,,,Kasten_blau_44_10_0278,1734,2739,,,
Kasten_blau_44_10_0281.jpg,15 r,175 r,Düsseldorf,,1711.05.02,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,"""aygenhändig"". Konzept mit Unterschrift. scheint erst jetzt das Beileidsschreiben (Joseph war am 17.04. gestorben)",Kasten_blau_44_10_0281,1734,2739,,,
Kasten_blau_44_10_0282.jpg,15 v,175 v,,,,,,,,,,,Kasten_blau_44_10_0281,1734,2739,,,
Kasten_blau_44_10_0286.jpg,17 r,175 a,,,,,,,Fortsetzung,,,weiter Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg 02.05.1711,Kasten_blau_44_10_0281,1746,2799,,,
Kasten_blau_44_10_0283.jpg,16 r,176 r,Wien,,1711.04.18,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,Joseph 17.04.1711 gestorben,Kasten_blau_44_10_0283,1748,2484,,,
Kasten_blau_44_10_0284.jpg,16 v,176 v,,,,,,,,,,,Kasten_blau_44_10_0283,1746,2481,,,
Kasten_blau_44_10_0285.jpg,,177 r,,,,,,,Adresse,,,an JW,Kasten_blau_44_10_0283,1746,2481,,,
Kasten_blau_44_10_0287.jpg,19 r,178 r,Wien,,1711.05.03,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0287,1746,2543,,,
Kasten_blau_44_10_0288.jpg,19 v,178 v,,,,,,,,,,,Kasten_blau_44_10_0287,1746,2542,,,
Kasten_blau_44_10_0289.jpg,20 r,179 r,,,,,,,,,,,Kasten_blau_44_10_0287,1746,2542,,,
Kasten_blau_44_10_0290.jpg,20 v,179 v,,,,,,,,,,,Kasten_blau_44_10_0287,1746,2542,,,
Kasten_blau_44_10_0291.jpg,18 r,180 r,Düsseldorf,,1711.05.16,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_10_0291,1854,2715,,,
Kasten_blau_44_10_0292.jpg,18 v,180 v,,,,,,,,,,,Kasten_blau_44_10_0291,1852,2713,,,
Kasten_blau_44_10_0293.jpg,21 r,181 r,,,,,,,,,,,Kasten_blau_44_10_0291,1852,2713,,,
Kasten_blau_44_10_0294.jpg,21 v,181 v,,,,,,,,,,,Kasten_blau_44_10_0291,1852,2713,,,
Kasten_blau_44_10_0295.jpg,,182 r,Düsseldorf,,1711.06.20,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,alte Foliierung durch Knicke verdeckt. Konzept mit Unterschrift,Kasten_blau_44_10_0295,1876,2853,,,
Kasten_blau_44_10_0296.jpg,,182 v,,,,,,,,,,,Kasten_blau_44_10_0295,1886,2937,Seite abgeknickt und nicht voll leserlich - neu scannen? Bund verdeckt Schrift,,
Kasten_blau_44_10_0297.jpg,,183 r,,,,,,,,,,,Kasten_blau_44_10_0295,1886,2853,,,
Kasten_blau_44_10_0298.jpg,,183 v,,,,,,,,,,,Kasten_blau_44_10_0295,1886,2853,,,
Kasten_blau_44_10_0299.jpg,,184 r,,,,,,,,,,,Kasten_blau_44_10_0295,1886,2853,,,
Kasten_blau_44_10_0300.jpg,,184 v,,,,,,,,,,,Kasten_blau_44_10_0295,1886,2937,,,
Kasten_blau_44_10_0301.jpg,,185 r,,,,,,,,,,,Kasten_blau_44_10_0295,1886,2853,,,
Kasten_blau_44_10_0302.jpg,,185 v,,,,,,,,,,,Kasten_blau_44_10_0295,1886,2853,,,
Kasten_blau_44_10_0303.jpg,23 r,186 r,Wien,,1711.06.03,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,Datum Junij korrigiert aus May korrigiert aus April,Kasten_blau_44_10_0303,1738,2583,,,
Kasten_blau_44_10_0304.jpg,23 v,186 v,,,,,,,,,,,Kasten_blau_44_10_0303,1708,2665,,,
Kasten_blau_44_10_0305.jpg,,187 r,,,,,,,Deckblatt,,,,,1856,2700,,,
Kasten_blau_44_10_0306.jpg,44 r,188 r,,,,,,,Fortsetzung,,,weiter,Kasten_blau_44_10_0303,1724,2559,,,
Kasten_blau_44_10_0307.jpg,45 r,189 r,Wien,,1711.05.28,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0307,1686,2463,,,
Kasten_blau_44_10_0308.jpg,45 v,189 v,,,,,,,,,,,Kasten_blau_44_10_0307,1686,2463,,,
Kasten_blau_44_10_0309.jpg,46 r,190 r,,,,,,,,,,,Kasten_blau_44_10_0307,1686,2463,,,
Kasten_blau_44_10_0310.jpg,46 v,190 v,,,,,,,,,,,Kasten_blau_44_10_0307,1686,2463,,,
Kasten_blau_44_10_0311.jpg,,191 r,o.O.,Wien,o.D.,Mai 1711,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,Foliierung verdeckt durch Knick. erwähnt den Wahltermin 20.08. = vorher. Liegt zwischen 1711.05.28-1711.06.19,Kasten_blau_44_10_0311,1698,2588,,,
Kasten_blau_44_10_0312.jpg,,191 v,,,,,,,,,,,Kasten_blau_44_10_0311,1698,2588,,,
Kasten_blau_44_10_0313.jpg,48 r,192 r,,,,,,,,,,,Kasten_blau_44_10_0311,1698,2588,,,
Kasten_blau_44_10_0314.jpg,48 v,192 v,,,,,,,,,,,Kasten_blau_44_10_0311,1698,2588,,,
Kasten_blau_44_10_0315.jpg,49 r,193 r,o.O.,Wien,o.D.,Mai 1711,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,Liegt zwischen 1711.05.28-1711.06.19,Kasten_blau_44_10_0315,1698,2588,,,
Kasten_blau_44_10_0316.jpg,53 r,194 r,Wien,,1711.06.19,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0316,1698,2588,,,
Kasten_blau_44_10_0317.jpg,53 v,194 v,,,,,,,,,,,Kasten_blau_44_10_0316,1698,2588,,,
Kasten_blau_44_10_0318.jpg,,195 r,,,,,,,Adresse,,,an JW,Kasten_blau_44_10_0316,1698,2588,,,
Kasten_blau_44_10_0319.jpg,54 r,196 r,Düsseldorf,,1711.07.15,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_10_0319,1764,2734,,,
Kasten_blau_44_10_0320.jpg,54 v,196 v,,,,,,,,,,,Kasten_blau_44_10_0319,1786,2756,,,
Kasten_blau_44_10_0321.jpg,55 r,197 r,Wien,,1711.06.08,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0321,1696,2573,,,
Kasten_blau_44_10_0322.jpg,55 v,197 v,,,,,,,,,,,Kasten_blau_44_10_0321,1696,2574,,,
Kasten_blau_44_10_0323.jpg,,198 r,,,,,,,Adresse,,,an JW,Kasten_blau_44_10_0321,1696,2574,,,
Kasten_blau_44_10_0324.jpg,56 r,199 r,Düsseldorf,,1711.07.16,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_10_0324,1670,2652,,,
Kasten_blau_44_10_0325.jpg,57 r,200 r,Düsseldorf,,1711.07.23,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_10_0325,1760,2736,,,
Kasten_blau_44_10_0326.jpg,58 r,201 r,o.O.,Wien,o.D.,Juni 1711,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,Liegt zwischen 1711.07.23-1711.08.01,Kasten_blau_44_10_0326,1682,2600,,,
Kasten_blau_44_10_0327.jpg,60 r,202 r,Düsseldorf,,1711.08.01,,Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Konzept; Schreiber,Konzept mit Unterschrift,Kasten_blau_44_10_0327,1744,2682,,,
Kasten_blau_44_10_0328.jpg,60 v,202 v,,,,,,,,,,,Kasten_blau_44_10_0327,1696,2692,,,
Kasten_blau_44_10_0336.jpg,65 r,207 r,,,,,,,Fortsetzung,,,weiter Johann Wilhelm von Pfalz-Neuburg an Eleonora Magdalena von Pfalz-Neuburg 01.08.1711,Kasten_blau_44_10_0327,1702,2707,,,
Kasten_blau_44_10_0337.jpg,65 v,207 v,,,,,,,,,,,Kasten_blau_44_10_0327,1702,2707,,,
Kasten_blau_44_10_0329.jpg,61 r,203 r,Wien,,1711.07.18,,Eleonora Magdalena von Pfalz-Neuburg an Johann Wilhelm von Pfalz-Neuburg,,Briefanfang,Brief,deutsch; Ausfertigung; eigenhändig,,Kasten_blau_44_10_0329,1670,2518,,,
Kasten_blau_44_10_0330.jpg,61 v,203 v,,,,,,,,,,,Kasten_blau_44_10_0329,1670,2518,,,
Kasten_blau_44_10_0331.jpg,62 r,204 r,,,,,,,,,,,Kasten_blau_44_10_0329,1670,2518,,,
Kasten_blau_44_10_0332.jpg,62 v,204 v,,,,,,,,,,,Kasten_blau_44_10_0329,1670,2518,,,
Kasten_blau_44_10_0333.jpg,63 r,205 r,,,,,,,,,,,Kasten_blau_44_10_0329,1702,2608,,,
Kasten_blau_44_10_0334.jpg,63 v,205 v,,,,,,,,,,,Kasten_blau_44_10_0329,1702,2608,,,
Kasten_blau_44_10_0335.jpg,64 r,206 r,,,,,,,,,,,Kasten_blau_44_10_0329,1702,2608,,,
